punto_id,region,x1_inicial,x2_inicial,alpha0,beta,c,x1_final,x2_final,f_final,iteraciones,convergio,distancia_final
P081,1,-18.198523407750685,72.1461166512687,0.8,0.7,0.0001,2.8793857087365233,-4.946979785243881e-07,-15.234422383425754,117,True,2.879385708736566
P081,1,-18.198523407750685,72.1461166512687,0.8,0.7,0.001,2.8793857068386535,-6.562471623535542e-07,-15.234422383425596,115,True,2.879385706838728
P081,1,-18.198523407750685,72.1461166512687,0.5,0.5,0.0001,2.87938474989923,0.0,-15.23442238342564,98,True,2.87938474989923
P081,1,-18.198523407750685,72.1461166512687,0.5,0.5,0.001,2.87938474989923,0.0,-15.23442238342564,98,True,2.87938474989923
P081,1,-18.198523407750685,72.1461166512687,0.5,0.7,0.0001,2.879384761539179,0.0,-15.23442238342582,74,True,2.879384761539179
P081,1,-18.198523407750685,72.1461166512687,0.5,0.7,0.001,2.879384761539179,0.0,-15.23442238342582,74,True,2.879384761539179
P082,1,-17.12624908480707,-28.64933466128214,1.0,0.5,0.0001,2.8793857649607664,0.0,-15.234422383425153,94,True,2.8793857649607664
P082,1,-17.12624908480707,-28.64933466128214,1.0,0.5,0.001,2.8793857649607664,0.0,-15.234422383425153,94,True,2.8793857649607664
P082,1,-17.12624908480707,-28.64933466128214,1.0,0.7,0.0001,2.879384792704552,-3.3389096563706775e-06,-15.234422383415103,95,True,2.879384792706488
P082,1,-17.12624908480707,-28.64933466128214,1.0,0.7,0.001,2.8793847926007454,-3.3389096563706775e-06,-15.234422383415117,95,True,2.879384792602681
P082,1,-17.12624908480707,-28.64933466128214,0.8,0.5,0.0001,2.8793849213512037,-3.2178109850132e-06,-15.234422383417414,95,True,2.879384921353002
P082,1,-17.12624908480707,-28.64933466128214,0.8,0.5,0.001,2.8793849213512037,-3.2178109850132e-06,-15.234422383417414,95,True,2.879384921353002
P082,1,-17.12624908480707,-28.64933466128214,0.8,0.7,0.0001,2.8793857192683774,5.19367065565549e-07,-15.234422383425581,117,True,2.879385719268424
P082,1,-17.12624908480707,-28.64933466128214,0.8,0.7,0.001,2.879385717500998,6.889722169755761e-07,-15.234422383425393,115,True,2.87938571750108
P082,1,-17.12624908480707,-28.64933466128214,0.5,0.5,0.0001,-0.5320888330726302,0.0,-1.445622407287691,10,True,0.5320888330726302
P082,1,-17.12624908480707,-28.64933466128214,0.5,0.5,0.001,-0.5320888330726302,0.0,-1.445622407287691,10,True,0.5320888330726302
P082,1,-17.12624908480707,-28.64933466128214,0.5,0.7,0.0001,2.8793856834571834,0.0,-15.234422383426349,60,True,2.8793856834571834
P082,1,-17.12624908480707,-28.64933466128214,0.5,0.7,0.001,2.8793856834571834,0.0,-15.234422383426349,60,True,2.8793856834571834
P083,1,-16.75573591995783,-57.53217786434477,1.0,0.5,0.0001,2.8793857322363094,0.0,-15.234422383425661,118,True,2.8793857322363094
P083,1,-16.75573591995783,-57.53217786434477,1.0,0.5,0.001,2.8793857322363094,0.0,-15.234422383425661,118,True,2.8793857322363094
P083,1,-16.75573591995783,-57.53217786434477,1.0,0.7,0.0001,2.879384725647826,-3.1742580854176306e-06,-15.2344223834152,89,True,2.879384725649576
P083,1,-16.75573591995783,-57.53217786434477,1.0,0.7,0.001,2.879384725647826,-3.1742580854176306e-06,-15.2344223834152,89,True,2.879384725649576
P083,1,-16.75573591995783,-57.53217786434477,0.8,0.5,0.0001,2.8793858263220002,4.476995080786063e-06,-15.234422383404075,90,True,2.8793858263254806
P083,1,-16.75573591995783,-57.53217786434477,0.8,0.5,0.001,2.8793858263220002,4.476995080786063e-06,-15.234422383404075,90,True,2.8793858263254806
P083,1,-16.75573591995783,-57.53217786434477,0.8,0.7,0.0001,2.879384735801413,2.6714666441186916e-07,-15.234422383425366,138,True,2.8793847358014255
P083,1,-16.75573591995783,-57.53217786434477,0.8,0.7,0.001,2.879384737676701,3.543864096138883e-07,-15.234422383425345,136,True,2.8793847376767228
P083,1,-16.75573591995783,-57.53217786434477,0.5,0.5,0.0001,2.8793857322363094,0.0,-15.234422383425661,118,True,2.8793857322363094
P083,1,-16.75573591995783,-57.53217786434477,0.5,0.5,0.001,2.8793857322363094,0.0,-15.234422383425661,118,True,2.8793857322363094
P083,1,-16.75573591995783,-57.53217786434477,0.5,0.7,0.0001,2.8793857034086976,0.0,-15.234422383426079,69,True,2.8793857034086976
P083,1,-16.75573591995783,-57.53217786434477,0.5,0.7,0.001,2.8793857034086976,0.0,-15.234422383426079,69,True,2.8793857034086976
P084,1,-13.689657412440653,24.659625365511587,1.0,0.5,0.0001,2.8793847583824803,0.0,-15.234422383425773,123,True,2.8793847583824803
P084,1,-13.689657412440653,24.659625365511587,1.0,0.5,0.001,2.8793847583824803,0.0,-15.234422383425773,123,True,2.8793847583824803
P084,1,-13.689657412440653,24.659625365511587,1.0,0.7,0.0001,2.879384800417362,-2.501851388141523e-06,-15.23442238342009,109,True,2.879384800418449
P084,1,-13.689657412440653,24.659625365511587,1.0,0.7,0.001,2.879384800417362,-2.501851388141523e-06,-15.23442238342009,109,True,2.879384800418449
P084,1,-13.689657412440653,24.659625365511587,0.8,0.5,0.0001,2.879385743389282,-4.977779619154917e-06,-15.234422383400716,81,True,2.879385743393585
P084,1,-13.689657412440653,24.659625365511587,0.8,0.5,0.001,2.879385743389282,-4.977779619154917e-06,-15.234422383400716,81,True,2.879385743393585
P084,1,-13.689657412440653,24.659625365511587,0.8,0.7,0.0001,2.879385620509263,3.743259858763287e-07,-15.234422383426995,100,True,2.8793856205092876
P084,1,-13.689657412440653,24.659625365511587,0.8,0.7,0.001,2.8793848647506017,5.719274368168744e-07,-15.234422383426832,97,True,2.8793848647506586
P084,1,-13.689657412440653,24.659625365511587,0.5,0.5,0.0001,2.8793847583824803,0.0,-15.234422383425773,123,True,2.8793847583824803
P084,1,-13.689657412440653,24.659625365511587,0.5,0.5,0.001,2.8793847583824803,0.0,-15.234422383425773,123,True,2.8793847583824803
P084,1,-13.689657412440653,24.659625365511587,0.5,0.7,0.0001,2.8793857038811823,3.498561283087451e-06,-15.23442238341383,99,True,2.8793857038833077
P084,1,-13.689657412440653,24.659625365511587,0.5,0.7,0.001,2.8793857034926336,3.498561283087451e-06,-15.234422383413827,99,True,2.879385703494759
P085,1,-11.29135757348827,55.97510917152477,1.0,0.5,0.0001,2.879384733020231,0.0,-15.234422383425397,116,True,2.879384733020231
P085,1,-11.29135757348827,55.97510917152477,1.0,0.5,0.001,2.879384733020231,0.0,-15.234422383425397,116,True,2.879384733020231
P085,1,-11.29135757348827,55.97510917152477,1.0,0.7,0.0001,2.8793857049671794,3.6634111665510216e-06,-15.234422383412635,99,True,2.87938570496951
P085,1,-11.29135757348827,55.97510917152477,1.0,0.7,0.001,2.8793857049671794,3.6634111665510216e-06,-15.234422383412635,99,True,2.87938570496951
P085,1,-11.29135757348827,55.97510917152477,0.8,0.5,0.0001,2.8793856164296896,3.241383418404639e-06,-15.23442238341667,95,True,2.8793856164315144
P085,1,-11.29135757348827,55.97510917152477,0.8,0.5,0.001,2.8793856164296896,3.241383418404639e-06,-15.23442238341667,95,True,2.8793856164315144
P085,1,-11.29135757348827,55.97510917152477,0.8,0.7,0.0001,2.879385604238158,-4.549126253555571e-07,-15.234422383427114,115,True,2.879385604238194
P085,1,-11.29135757348827,55.97510917152477,0.8,0.7,0.001,2.8793848795789727,-5.239521677721265e-07,-15.234422383427049,114,True,2.8793848795790202
P085,1,-11.29135757348827,55.97510917152477,0.5,0.5,0.0001,2.879384733020231,0.0,-15.234422383425397,116,True,2.879384733020231
P085,1,-11.29135757348827,55.97510917152477,0.5,0.5,0.001,2.879384733020231,0.0,-15.234422383425397,116,True,2.879384733020231
P085,1,-11.29135757348827,55.97510917152477,0.5,0.7,0.0001,2.87938470451563,0.0,-15.234422383424928,68,True,2.87938470451563
P085,1,-11.29135757348827,55.97510917152477,0.5,0.7,0.001,2.87938470451563,0.0,-15.234422383424928,68,True,2.87938470451563
P086,1,-11.278725742367342,-5.557014967610144,1.0,0.5,0.0001,2.8793847314680674,0.0,-15.234422383425358,97,True,2.8793847314680674
P086,1,-11.278725742367342,-5.557014967610144,1.0,0.5,0.001,2.8793847314680674,0.0,-15.234422383425358,97,True,2.8793847314680674
P086,1,-11.278725742367342,-5.557014967610144,1.0,0.7,0.0001,2.8793848001585873,-3.2997547457416813e-06,-15.23442238341547,108,True,2.8793848001604783
P086,1,-11.278725742367342,-5.557014967610144,1.0,0.7,0.001,2.8793856602323484,-2.919306156581553e-06,-15.234422383418137,109,True,2.879385660233828
P086,1,-11.278725742367342,-5.557014967610144,0.8,0.5,0.0001,2.879384763875303,-4.8253318000047e-06,-15.234422383402572,75,True,2.8793847638793464
P086,1,-11.278725742367342,-5.557014967610144,0.8,0.5,0.001,2.879384763875303,-4.8253318000047e-06,-15.234422383402572,75,True,2.8793847638793464
P086,1,-11.278725742367342,-5.557014967610144,0.8,0.7,0.0001,2.879384877093367,-3.727550794926469e-07,-15.234422383427168,110,True,2.879384877093391
P086,1,-11.278725742367342,-5.557014967610144,0.8,0.7,0.001,2.8793856043339865,-5.695272709309958e-07,-15.23442238342699,107,True,2.879385604334043
P086,1,-11.278725742367342,-5.557014967610144,0.5,0.5,0.0001,2.8793847314680674,0.0,-15.234422383425358,97,True,2.8793847314680674
P086,1,-11.278725742367342,-5.557014967610144,0.5,0.5,0.001,2.8793847314680674,0.0,-15.234422383425358,97,True,2.8793847314680674
P086,1,-11.278725742367342,-5.557014967610144,0.5,0.7,0.0001,2.8793856949130445,0.0,-15.234422383426203,58,True,2.8793856949130445
P086,1,-11.278725742367342,-5.557014967610144,0.5,0.7,0.001,2.8793856949130445,0.0,-15.234422383426203,58,True,2.8793856949130445
P087,1,-10.744100151002227,7.868448383130143,1.0,0.5,0.0001,2.8793847335668197,2.8261486342571116e-07,-15.234422383425317,125,True,2.8793847335668334
P087,1,-10.744100151002227,7.868448383130143,1.0,0.5,0.001,2.8793847335668197,2.8261486342571116e-07,-15.234422383425317,125,True,2.8793847335668334
P087,1,-10.744100151002227,7.868448383130143,1.0,0.7,0.0001,2.879385651553122,2.866674095896352e-06,-15.234422383418556,87,True,2.879385651554549
P087,1,-10.744100151002227,7.868448383130143,1.0,0.7,0.001,2.879385651553122,2.866674095896352e-06,-15.234422383418556,87,True,2.879385651554549
P087,1,-10.744100151002227,7.868448383130143,0.8,0.5,0.0001,2.8793855688770247,2.8298573059902745e-06,-15.234422383419684,93,True,2.879385568878415
P087,1,-10.744100151002227,7.868448383130143,0.8,0.5,0.001,2.8793855688770247,2.8298573059902745e-06,-15.234422383419684,93,True,2.879385568878415
P087,1,-10.744100151002227,7.868448383130143,0.8,0.7,0.0001,2.8793847367681913,-3.157266576710549e-07,-15.234422383425354,122,True,2.8793847367682086
P087,1,-10.744100151002227,7.868448383130143,0.8,0.7,0.001,2.8793847054789024,-3.157266576710549e-07,-15.234422383424855,122,True,2.8793847054789197
P087,1,-10.744100151002227,7.868448383130143,0.5,0.5,0.0001,2.8793847335668197,2.8261486342571116e-07,-15.234422383425317,125,True,2.8793847335668334
P087,1,-10.744100151002227,7.868448383130143,0.5,0.5,0.001,2.8793847335668197,2.8261486342571116e-07,-15.234422383425317,125,True,2.8793847335668334
P087,1,-10.744100151002227,7.868448383130143,0.5,0.7,0.0001,2.879384768634883,0.0,-15.234422383425919,62,True,2.879384768634883
P087,1,-10.744100151002227,7.868448383130143,0.5,0.7,0.001,2.879384768634883,0.0,-15.234422383425919,62,True,2.879384768634883
P088,1,-9.958194283666955,26.620291454653582,1.0,0.5,0.0001,2.879385763463208,0.0,-15.234422383425185,124,True,2.879385763463208
P088,1,-9.958194283666955,26.620291454653582,1.0,0.5,0.001,2.879385763463208,0.0,-15.234422383425185,124,True,2.879385763463208
P088,1,-9.958194283666955,26.620291454653582,1.0,0.7,0.0001,2.8793848001604965,3.346032214062534e-06,-15.234422383415158,107,True,2.8793848001624407
P088,1,-9.958194283666955,26.620291454653582,1.0,0.7,0.001,2.879385660177771,2.9602480169893385e-06,-15.234422383417899,108,True,2.879385660179293
P088,1,-9.958194283666955,26.620291454653582,0.8,0.5,0.0001,2.879384808843798,4.606577667796111e-06,-15.234422383405246,90,True,2.879384808847483
P088,1,-9.958194283666955,26.620291454653582,0.8,0.5,0.001,2.879384808843798,4.606577667796111e-06,-15.234422383405246,90,True,2.879384808847483
P088,1,-9.958194283666955,26.620291454653582,0.8,0.7,0.0001,2.8793845563325413,3.1951467973862206e-07,-15.234422383422089,119,True,2.8793845563325586
P088,1,-9.958194283666955,26.620291454653582,0.8,0.7,0.001,2.879384558673246,4.238557888071871e-07,-15.234422383422057,117,True,2.879384558673277
P088,1,-9.958194283666955,26.620291454653582,0.5,0.5,0.0001,-0.5320887888513686,0.0,-1.4456224072876371,16,True,0.5320887888513686
P088,1,-9.958194283666955,26.620291454653582,0.5,0.5,0.001,-0.5320887888513686,0.0,-1.4456224072876371,16,True,0.5320887888513686
P088,1,-9.958194283666955,26.620291454653582,0.5,0.7,0.0001,2.8793846831660557,0.0,-15.234422383424585,63,True,2.8793846831660557
P088,1,-9.958194283666955,26.620291454653582,0.5,0.7,0.001,2.8793846831660557,0.0,-15.234422383424585,63,True,2.8793846831660557
P089,1,-9.243352607390705,-50.14155417022501,1.0,0.5,0.0001,-0.5320886480037674,0.0,-1.445622407287255,10,True,0.5320886480037674
P089,1,-9.243352607390705,-50.14155417022501,1.0,0.5,0.001,-0.5320886480037674,0.0,-1.445622407287255,10,True,0.5320886480037674
P089,1,-9.243352607390705,-50.14155417022501,1.0,0.7,0.0001,2.8793857546471266,-3.193102211434525e-06,-15.234422383415135,114,True,2.8793857546488972
P089,1,-9.243352607390705,-50.14155417022501,1.0,0.7,0.001,2.8793857546471266,-3.193102211434525e-06,-15.234422383415135,114,True,2.8793857546488972
P089,1,-9.243352607390705,-50.14155417022501,0.8,0.5,0.0001,2.8793856955382013,-4.035826934057083e-06,-15.234422383409902,97,True,2.8793856955410293
P089,1,-9.243352607390705,-50.14155417022501,0.8,0.5,0.001,2.8793856955382013,-4.035826934057083e-06,-15.234422383409902,97,True,2.8793856955410293
P089,1,-9.243352607390705,-50.14155417022501,0.8,0.7,0.0001,-0.5320892716956752,-1.0239218845207409e-06,-1.4456224072854642,62,True,0.5320892716966604
P089,1,-9.243352607390705,-50.14155417022501,0.8,0.7,0.001,-0.53208927102715,-1.0239218845207409e-06,-1.4456224072854684,62,True,0.5320892710281352
P089,1,-9.243352607390705,-50.14155417022501,0.5,0.5,0.0001,-0.5320888217348272,0.0,-1.4456224072876802,10,True,0.5320888217348272
P089,1,-9.243352607390705,-50.14155417022501,0.5,0.5,0.001,-0.5320888217348272,0.0,-1.4456224072876802,10,True,0.5320888217348272
P089,1,-9.243352607390705,-50.14155417022501,0.5,0.7,0.0001,2.879384683725938,0.0,-15.234422383424587,67,True,2.879384683725938
P089,1,-9.243352607390705,-50.14155417022501,0.5,0.7,0.001,2.879384683725938,0.0,-15.234422383424587,67,True,2.879384683725938
P090,1,-9.173411403334626,-52.08762186660552,1.0,0.5,0.0001,2.879384768085334,2.2085030224179133e-07,-15.23442238342586,137,True,2.8793847680853424
P090,1,-9.173411403334626,-52.08762186660552,1.0,0.5,0.001,2.879384768085334,2.2085030224179133e-07,-15.23442238342586,137,True,2.8793847680853424
P090,1,-9.173411403334626,-52.08762186660552,1.0,0.7,0.0001,2.8793848318754276,2.7587442170708028e-06,-15.23442238341915,105,True,2.879384831876749
P090,1,-9.173411403334626,-52.08762186660552,1.0,0.7,0.001,2.8793848318754276,2.7587442170708028e-06,-15.23442238341915,105,True,2.879384831876749
P090,1,-9.173411403334626,-52.08762186660552,0.8,0.5,0.0001,2.8793856540058727,3.6435611882099146e-06,-15.234422383413458,99,True,2.8793856540081775
P090,1,-9.173411403334626,-52.08762186660552,0.8,0.5,0.001,2.8793856540058727,3.6435611882099146e-06,-15.234422383413458,99,True,2.8793856540081775
P090,1,-9.173411403334626,-52.08762186660552,0.8,0.7,0.0001,2.8793858220332615,2.9799703384366565e-07,-15.234422383424109,128,True,2.879385822033277
P090,1,-9.173411403334626,-52.08762186660552,0.8,0.7,0.001,2.8793846619848424,3.43222375395753e-07,-15.234422383424105,127,True,2.879384661984863
P090,1,-9.173411403334626,-52.08762186660552,0.5,0.5,0.0001,2.8793847401253765,0.0,-15.234422383425501,132,True,2.8793847401253765
P090,1,-9.173411403334626,-52.08762186660552,0.5,0.5,0.001,2.8793847611297765,0.0,-15.234422383425814,100,True,2.8793847611297765
P090,1,-9.173411403334626,-52.08762186660552,0.5,0.7,0.0001,-0.5320893766853352,0.0,-1.4456224072857693,207,True,0.5320893766853352
P090,1,-9.173411403334626,-52.08762186660552,0.5,0.7,0.001,-0.5320893766853352,0.0,-1.4456224072857693,207,True,0.5320893766853352
P091,1,-7.530638172143725,75.46787067619621,1.0,0.5,0.0001,-0.5320892516489732,0.0,-1.4456224072866344,6,True,0.5320892516489732
P091,1,-7.530638172143725,75.46787067619621,1.0,0.5,0.001,-0.5320892516489732,0.0,-1.4456224072866344,6,True,0.5320892516489732
P091,1,-7.530638172143725,75.46787067619621,1.0,0.7,0.0001,2.879385734045115,2.8160102023186218e-06,-15.23442238341771,106,True,2.879385734046492
P091,1,-7.530638172143725,75.46787067619621,1.0,0.7,0.001,2.879385734045115,2.8160102023186218e-06,-15.23442238341771,106,True,2.879385734046492
P091,1,-7.530638172143725,75.46787067619621,0.8,0.5,0.0001,2.879385593673198,-3.709973963391831e-06,-15.23442238341367,90,True,2.8793855936755874
P091,1,-7.530638172143725,75.46787067619621,0.8,0.5,0.001,2.879385593673198,-3.709973963391831e-06,-15.23442238341367,90,True,2.8793855936755874
P091,1,-7.530638172143725,75.46787067619621,0.8,0.7,0.0001,2.879384562779924,-3.1700891720115295e-07,-15.234422383422219,130,True,2.8793845627799413
P091,1,-7.530638172143725,75.46787067619621,0.8,0.7,0.001,2.879384565107881,-4.205317413557481e-07,-15.23442238342219,128,True,2.8793845651079115
P091,1,-7.530638172143725,75.46787067619621,0.5,0.5,0.0001,-0.5320892516489732,0.0,-1.4456224072866344,6,True,0.5320892516489732
P091,1,-7.530638172143725,75.46787067619621,0.5,0.5,0.001,-0.5320892516489732,0.0,-1.4456224072866344,6,True,0.5320892516489732
P091,1,-7.530638172143725,75.46787067619621,0.5,0.7,0.0001,2.879385698230959,0.0,-15.234422383426162,76,True,2.879385698230959
P091,1,-7.530638172143725,75.46787067619621,0.5,0.7,0.001,2.879385698230959,0.0,-15.234422383426162,76,True,2.879385698230959
P092,1,-7.030234765742691,61.6240759128834,1.0,0.5,0.0001,2.8793847351649897,0.0,-15.234422383425427,100,True,2.8793847351649897
P092,1,-7.030234765742691,61.6240759128834,1.0,0.5,0.001,2.8793847351649897,0.0,-15.234422383425427,100,True,2.8793847351649897
P092,1,-7.030234765742691,61.6240759128834,1.0,0.7,0.0001,-0.5320884092494548,1.0936157205715472e-14,-1.4456224072858745,130,True,0.5320884092494548
P092,1,-7.030234765742691,61.6240759128834,1.0,0.7,0.001,-0.5320884092494548,1.0936157205715472e-14,-1.4456224072858745,130,True,0.5320884092494548
P092,1,-7.030234765742691,61.6240759128834,0.8,0.5,0.0001,2.879385557513054,-3.4944066418021116e-06,-15.234422383415586,92,True,2.8793855575151746
P092,1,-7.030234765742691,61.6240759128834,0.8,0.5,0.001,2.879385557513054,-3.4944066418021116e-06,-15.234422383415586,92,True,2.8793855575151746
P092,1,-7.030234765742691,61.6240759128834,0.8,0.7,0.0001,2.879384928959823,3.2063410585012075e-07,-15.234422383427724,121,True,2.879384928959841
P092,1,-7.030234765742691,61.6240759128834,0.8,0.7,0.001,2.879385552254288,4.898923645004858e-07,-15.234422383427614,118,True,2.8793855522543295
P092,1,-7.030234765742691,61.6240759128834,0.5,0.5,0.0001,2.8793847351649897,0.0,-15.234422383425427,100,True,2.8793847351649897
P092,1,-7.030234765742691,61.6240759128834,0.5,0.5,0.001,2.8793847351649897,0.0,-15.234422383425427,100,True,2.8793847351649897
P092,1,-7.030234765742691,61.6240759128834,0.5,0.7,0.0001,2.879384821899742,2.715298586537514e-06,-15.23442238341927,115,True,2.8793848219010223
P092,1,-7.030234765742691,61.6240759128834,0.5,0.7,0.001,2.879384821899742,2.715298586537514e-06,-15.23442238341927,115,True,2.8793848219010223
P093,1,-6.32700112632655,-72.49581117080135,1.0,0.5,0.0001,-0.5320886398924732,0.0,-1.4456224072872232,16,True,0.5320886398924732
P093,1,-6.32700112632655,-72.49581117080135,1.0,0.5,0.001,-0.5320886398924732,0.0,-1.4456224072872232,16,True,0.5320886398924732
P093,1,-6.32700112632655,-72.49581117080135,1.0,0.7,0.0001,2.8793847306282454,2.821269198947422e-06,-15.234422383417396,99,True,2.8793847306296274
P093,1,-6.32700112632655,-72.49581117080135,1.0,0.7,0.001,2.8793847929212,2.744369410796533e-06,-15.23442238341872,108,True,2.879384792922508
P093,1,-6.32700112632655,-72.49581117080135,0.8,0.5,0.0001,2.8793856587422653,-3.3050837984585263e-06,-15.234422383415753,99,True,2.879385658744162
P093,1,-6.32700112632655,-72.49581117080135,0.8,0.5,0.001,2.8793856587422653,-3.3050837984585263e-06,-15.234422383415753,99,True,2.879385658744162
P093,1,-6.32700112632655,-72.49581117080135,0.8,0.7,0.0001,2.8793848823147057,3.954399666028811e-07,-15.234422383427205,127,True,2.8793848823147328
P093,1,-6.32700112632655,-72.49581117080135,0.8,0.7,0.001,2.879384883563555,5.245753312726171e-07,-15.234422383427102,125,True,2.879384883563603
P093,1,-6.32700112632655,-72.49581117080135,0.5,0.5,0.0001,-0.5320886398924732,0.0,-1.4456224072872232,16,True,0.5320886398924732
P093,1,-6.32700112632655,-72.49581117080135,0.5,0.5,0.001,-0.5320886398924732,0.0,-1.4456224072872232,16,True,0.5320886398924732
P093,1,-6.32700112632655,-72.49581117080135,0.5,0.7,0.0001,2.879384809435455,-3.556167871254386e-06,-15.23442238341384,107,True,2.879384809437651
P093,1,-6.32700112632655,-72.49581117080135,0.5,0.7,0.001,2.879384809435455,-3.556167871254386e-06,-15.23442238341384,107,True,2.879384809437651
P094,1,-6.050105843581093,78.96547008552977,1.0,0.5,0.0001,2.87938572533552,0.0,-15.234422383425768,121,True,2.87938572533552
P094,1,-6.050105843581093,78.96547008552977,1.0,0.5,0.001,2.87938572533552,0.0,-15.234422383425768,121,True,2.87938572533552
P094,1,-6.050105843581093,78.96547008552977,1.0,0.7,0.0001,2.87938474269325,-3.022571625767509e-06,-15.234422383416392,99,True,2.8793847426948362
P094,1,-6.050105843581093,78.96547008552977,1.0,0.7,0.001,2.87938474269325,-3.022571625767509e-06,-15.234422383416392,99,True,2.8793847426948362
P094,1,-6.050105843581093,78.96547008552977,0.8,0.5,0.0001,2.879384889370839,-3.4106453830172888e-06,-15.234422383415799,84,True,2.8793848893728593
P094,1,-6.050105843581093,78.96547008552977,0.8,0.5,0.001,2.879384889370839,-3.4106453830172888e-06,-15.234422383415799,84,True,2.8793848893728593
P094,1,-6.050105843581093,78.96547008552977,0.8,0.7,0.0001,2.879384917338528,-3.0740251569330137e-07,-15.234422383427628,120,True,2.8793849173385446
P094,1,-6.050105843581093,78.96547008552977,0.8,0.7,0.001,2.879385563990921,-4.6967600301629714e-07,-15.234422383427527,117,True,2.8793855639909594
P094,1,-6.050105843581093,78.96547008552977,0.5,0.5,0.0001,2.87938572533552,0.0,-15.234422383425768,121,True,2.87938572533552
P094,1,-6.050105843581093,78.96547008552977,0.5,0.5,0.001,2.87938572533552,0.0,-15.234422383425768,121,True,2.87938572533552
P094,1,-6.050105843581093,78.96547008552977,0.5,0.7,0.0001,2.879385652845776,3.172106356996367e-06,-15.234422383416685,112,True,2.8793856528475237
P094,1,-6.050105843581093,78.96547008552977,0.5,0.7,0.001,2.879385652845776,3.172106356996367e-06,-15.234422383416685,112,True,2.8793856528475237
P095,1,-5.709029608748082,-35.35941359584895,1.0,0.5,0.0001,2.8793847322054837,0.0,-15.234422383425368,98,True,2.8793847322054837
P095,1,-5.709029608748082,-35.35941359584895,1.0,0.5,0.001,2.8793847322054837,0.0,-15.234422383425368,98,True,2.8793847322054837
P095,1,-5.709029608748082,-35.35941359584895,1.0,0.7,0.0001,2.8793847436391333,-2.6532280920345222e-06,-15.234422383418524,114,True,2.879384743640356
P095,1,-5.709029608748082,-35.35941359584895,1.0,0.7,0.001,2.879385664474001,-3.176410163009606e-06,-15.234422383416513,113,True,2.8793856644757527
P095,1,-5.709029608748082,-35.35941359584895,0.8,0.5,0.0001,2.879384737202685,-5.290915846364257e-06,-15.234422383397458,84,True,2.879384737207546
P095,1,-5.709029608748082,-35.35941359584895,0.8,0.5,0.001,2.879384737202685,-5.290915846364257e-06,-15.234422383397458,84,True,2.879384737207546
P095,1,-5.709029608748082,-35.35941359584895,0.8,0.7,0.0001,2.8793848843772567,-4.157879230514265e-07,-15.23442238342721,121,True,2.8793848843772865
P095,1,-5.709029608748082,-35.35941359584895,0.8,0.7,0.001,2.879384883698436,-5.515681415502789e-07,-15.234422383427079,119,True,2.879384883698489
P095,1,-5.709029608748082,-35.35941359584895,0.5,0.5,0.0001,2.8793847322054837,0.0,-15.234422383425368,98,True,2.8793847322054837
P095,1,-5.709029608748082,-35.35941359584895,0.5,0.5,0.001,2.8793847322054837,0.0,-15.234422383425368,98,True,2.8793847322054837
P095,1,-5.709029608748082,-35.35941359584895,0.5,0.7,0.0001,2.8793857319473237,-3.59460649412623e-06,-15.234422383412758,108,True,2.8793857319495673
P095,1,-5.709029608748082,-35.35941359584895,0.5,0.7,0.001,2.8793857319473237,-3.59460649412623e-06,-15.234422383412758,108,True,2.8793857319495673
P096,1,-3.755270505788872,-49.643540834927165,1.0,0.5,0.0001,2.8793857468627477,0.0,-15.234422383425443,119,True,2.8793857468627477
P096,1,-3.755270505788872,-49.643540834927165,1.0,0.5,0.001,2.8793857468627477,0.0,-15.234422383425443,119,True,2.8793857468627477
P096,1,-3.755270505788872,-49.643540834927165,1.0,0.7,0.0001,2.8793848015711703,2.9911231504485776e-06,-15.23442238341743,114,True,2.879384801572724
P096,1,-3.755270505788872,-49.643540834927165,1.0,0.7,0.001,2.879385661302966,2.6462585558719947e-06,-15.234422383419643,115,True,2.8793856613041817
P096,1,-3.755270505788872,-49.643540834927165,0.8,0.5,0.0001,2.879385675040317,3.7346789500478287e-06,-15.234422383412518,99,True,2.879385675042739
P096,1,-3.755270505788872,-49.643540834927165,0.8,0.5,0.001,2.879385675040317,3.7346789500478287e-06,-15.234422383412518,99,True,2.879385675042739
P096,1,-3.755270505788872,-49.643540834927165,0.8,0.7,0.0001,2.87938560097766,3.146376243703172e-07,-15.234422383427257,122,True,2.8793856009776775
P096,1,-3.755270505788872,-49.643540834927165,0.8,0.7,0.001,2.8793848840880156,4.807304243412018e-07,-15.23442238342714,119,True,2.8793848840880556
P096,1,-3.755270505788872,-49.643540834927165,0.5,0.5,0.0001,2.8793857468627477,0.0,-15.234422383425443,119,True,2.8793857468627477
P096,1,-3.755270505788872,-49.643540834927165,0.5,0.5,0.001,2.8793857468627477,0.0,-15.234422383425443,119,True,2.8793857468627477
P096,1,-3.755270505788872,-49.643540834927165,0.5,0.7,0.0001,2.879385691132459,0.0,-15.23442238342625,63,True,2.879385691132459
P096,1,-3.755270505788872,-49.643540834927165,0.5,0.7,0.001,2.879385691132459,0.0,-15.23442238342625,63,True,2.879385691132459
P097,1,-3.436796692544064,61.67946962329222,1.0,0.5,0.0001,2.879384737696381,0.0,-15.234422383425466,113,True,2.879384737696381
P097,1,-3.436796692544064,61.67946962329222,1.0,0.5,0.001,2.879384737696381,0.0,-15.234422383425466,113,True,2.879384737696381
