total_divergencias,porcentaje_total,overflow_count,crecimiento_count,lr_mas_comun,region_mas_comun,x1_mean,x1_std,x2_mean,x2_std
1809,75.375,1809,0,0.2,1,-0.6865,55.7977,2.6492,58.6372
