punto_id,region,x1_inicial,x2_inicial,learning_rate,x1_final,x2_final,f_final,iteraciones,convergio,distancia_final,max_iter_alcanzado
P002,1,-14.691232585562965,14.09729556485983,0.05,,2.143672613549181e-109,,2400,False,,True
P002,1,-14.691232585562965,14.09729556485983,0.1,,3.673707593564169e-232,,2400,False,,True
P002,1,-14.691232585562965,14.09729556485983,0.2,,5e-324,,2400,False,,True
P002,1,-14.691232585562965,14.09729556485983,0.3,,0.0,,2400,False,,True
P002,1,-14.691232585562965,14.09729556485983,0.5,,0.0,,2400,False,,True
P003,1,-14.618713098838573,-11.763257190200866,0.001,-0.5320888862379527,-0.09634444563878204,-1.4363401550822696,2400,False,0.5407410055316585,True
P003,1,-14.618713098838573,-11.763257190200866,0.005,,-3.935452062018881e-10,,2400,False,,True
P003,1,-14.618713098838573,-11.763257190200866,0.01,,-1.0306453649175131e-20,,2400,False,,True
P003,1,-14.618713098838573,-11.763257190200866,0.05,,-1.7887524716177664e-109,,2400,False,,True
P003,1,-14.618713098838573,-11.763257190200866,0.1,,-3.0654650791610237e-232,,2400,False,,True
P003,1,-14.618713098838573,-11.763257190200866,0.2,,-5e-324,,2400,False,,True
P003,1,-14.618713098838573,-11.763257190200866,0.3,,0.0,,2400,False,,True
P003,1,-14.618713098838573,-11.763257190200866,0.5,,0.0,,2400,False,,True
P004,1,-14.528562214698988,4.0923123379134125,0.001,-0.5320888862379527,0.033517210174190244,-1.444499003909853,2400,False,0.5331434949765455,True
P004,1,-14.528562214698988,4.0923123379134125,0.005,,1.3691020070599651e-10,,2400,False,,True
P004,1,-14.528562214698988,4.0923123379134125,0.01,,3.585505846440809e-21,,2400,False,,True
P004,1,-14.528562214698988,4.0923123379134125,0.05,,6.222880015895907e-110,,2400,False,,True
P004,1,-14.528562214698988,4.0923123379134125,0.1,,1.0664427685338314e-232,,2400,False,,True
P004,1,-14.528562214698988,4.0923123379134125,0.2,,5e-324,,2400,False,,True
P004,1,-14.528562214698988,4.0923123379134125,0.3,,0.0,,2400,False,,True
P004,1,-14.528562214698988,4.0923123379134125,0.5,,0.0,,2400,False,,True
P005,1,-14.484172183271724,12.279612062363462,0.001,-0.5320888862379527,0.10057353993698677,-1.4355073703522574,2400,False,0.5415104983224255,True
P005,1,-14.484172183271724,12.279612062363462,0.005,,4.1082009710607266e-10,,2400,False,,True
P005,1,-14.484172183271724,12.279612062363462,0.01,,1.0758861300425213e-20,,2400,False,,True
P005,1,-14.484172183271724,12.279612062363462,0.05,,1.8672707798446897e-109,,2400,False,,True
P005,1,-14.484172183271724,12.279612062363462,0.1,,3.2000254142345183e-232,,2400,False,,True
P005,1,-14.484172183271724,12.279612062363462,0.2,,5e-324,,2400,False,,True
P005,1,-14.484172183271724,12.279612062363462,0.3,,0.0,,2400,False,,True
P005,1,-14.484172183271724,12.279612062363462,0.5,,0.0,,2400,False,,True
P006,1,-14.388372876678542,2.7267882956472533,0.001,-0.5320888862379527,0.022333177152438783,-1.4451236364859918,2400,False,0.5325573712377543,True
P006,1,-14.388372876678542,2.7267882956472533,0.005,,9.122596273533256e-11,,2400,False,,True
P006,1,-14.388372876678542,2.7267882956472533,0.01,,2.3890931504594314e-21,,2400,False,,True
P006,1,-14.388372876678542,2.7267882956472533,0.05,,4.146427494147234e-110,,2400,False,,True
P006,1,-14.388372876678542,2.7267882956472533,0.1,,7.105918168255999e-233,,2400,False,,True
P006,1,-14.388372876678542,2.7267882956472533,0.2,,5e-324,,2400,False,,True
P006,1,-14.388372876678542,2.7267882956472533,0.3,,0.0,,2400,False,,True
P006,1,-14.388372876678542,2.7267882956472533,0.5,,0.0,,2400,False,,True
P007,1,-14.32159066634193,-5.240090077102069,0.001,-0.5320888862379527,-0.04291783860649077,-1.4437804664170613,2400,False,0.5338169384054778,True
P007,1,-14.32159066634193,-5.240090077102069,0.005,,-1.7530963546622713e-10,,2400,False,,True
P007,1,-14.32159066634193,-5.240090077102069,0.01,,-4.5911387147212915e-21,,2400,False,,True
P007,1,-14.32159066634193,-5.240090077102069,0.05,,-7.968221662894708e-110,,2400,False,,True
P007,1,-14.32159066634193,-5.240090077102069,0.1,,-1.3655497693611387e-232,,2400,False,,True
P007,1,-14.32159066634193,-5.240090077102069,0.2,,-5e-324,,2400,False,,True
P007,1,-14.32159066634193,-5.240090077102069,0.3,,0.0,,2400,False,,True
P007,1,-14.32159066634193,-5.240090077102069,0.5,,0.0,,2400,False,,True
P008,1,-14.22781873125016,-6.640606072901656,0.001,-0.5320888862379527,-0.05438846575013271,-1.4426643020810606,2400,False,0.5348613727542851,True
P008,1,-14.22781873125016,-6.640606072901656,0.005,,-2.2216454541541436e-10,,2400,False,,True
P008,1,-14.22781873125016,-6.640606072901656,0.01,,-5.8182098364562625e-21,,2400,False,,True
P008,1,-14.22781873125016,-6.640606072901656,0.05,,-1.0097883888688453e-109,,2400,False,,True
P008,1,-14.22781873125016,-6.640606072901656,0.1,,-1.730519505932611e-232,,2400,False,,True
P008,1,-14.22781873125016,-6.640606072901656,0.2,,-5e-324,,2400,False,,True
P008,1,-14.22781873125016,-6.640606072901656,0.3,,0.0,,2400,False,,True
P008,1,-14.22781873125016,-6.640606072901656,0.5,,0.0,,2400,False,,True
P009,1,-14.128745817477007,10.985284373248057,0.001,-0.5320888862379527,0.08997262543971413,-1.437527333959199,2400,False,0.5396421556795392,True
P009,1,-14.128745817477007,10.985284373248057,0.005,,3.675177660365726e-10,,2400,False,,True
P009,1,-14.128745817477007,10.985284373248057,0.01,,9.624827748406634e-21,,2400,False,,True
P009,1,-14.128745817477007,10.985284373248057,0.05,,1.67045183628566e-109,,2400,False,,True
P009,1,-14.128745817477007,10.985284373248057,0.1,,2.8627279916057034e-232,,2400,False,,True
P009,1,-14.128745817477007,10.985284373248057,0.2,,5e-324,,2400,False,,True
P009,1,-14.128745817477007,10.985284373248057,0.3,,0.0,,2400,False,,True
P009,1,-14.128745817477007,10.985284373248057,0.5,,0.0,,2400,False,,True
P010,1,-14.024226105220809,13.466566117599996,0.001,-0.5320888862379595,0.11029503361866241,-1.433457412846772,2400,False,0.5434000159172744,True
P010,1,-14.024226105220809,13.466566117599996,0.005,,4.5053019362673133e-10,,2400,False,,True
P010,1,-14.024226105220809,13.466566117599996,0.01,,1.1798818750661515e-20,,2400,False,,True
P010,1,-14.024226105220809,13.466566117599996,0.05,,2.0477622003476492e-109,,2400,False,,True
P010,1,-14.024226105220809,13.466566117599996,0.1,,3.509341630658562e-232,,2400,False,,True
P010,1,-14.024226105220809,13.466566117599996,0.2,,5e-324,,2400,False,,True
P010,1,-14.024226105220809,13.466566117599996,0.3,,0.0,,2400,False,,True
P010,1,-14.024226105220809,13.466566117599996,0.5,,0.0,,2400,False,,True
P011,1,-13.881740344803438,14.60660809801552,0.001,-0.5320888862379595,0.11963230397092241,-1.4313105191343227,2400,False,0.5453718648879343,True
P011,1,-13.881740344803438,14.60660809801552,0.005,,4.886708250017878e-10,,2400,False,,True
P011,1,-13.881740344803438,14.60660809801552,0.01,,1.2797673884004609e-20,,2400,False,,True
P011,1,-13.881740344803438,14.60660809801552,0.05,,2.221120044798676e-109,,2400,False,,True
P011,1,-13.881740344803438,14.60660809801552,0.1,,3.8064327188864634e-232,,2400,False,,True
P011,1,-13.881740344803438,14.60660809801552,0.2,,5e-324,,2400,False,,True
P011,1,-13.881740344803438,14.60660809801552,0.3,,0.0,,2400,False,,True
P011,1,-13.881740344803438,14.60660809801552,0.5,,0.0,,2400,False,,True
